"","YEAR","COMMON_NAME","SPECIES_NAME","SPECIES_CODE","total_value"
"5768",1961,"Leerfish","Lichia amia","LEE",0
"5769",1961,"Lefteye flounders nei","Bothidae","LEF",0
"5770",1961,"Lesser slipper lobster","Scyllarus arctus","SCY",0
"5771",1961,"Limpets nei","Patella spp","LPZ",0
"5772",1961,"Lings nei","Molva spp","LNZ",0
"5773",1961,"Lithothamnion","Lithothamnion spp","LIT",0
"5774",1961,"Little sleeper shark","Somniosus rostratus","SOR",0
"5775",1961,"Little tunny(=Atl.black skipj)","Euthynnus alletteratus","LTA",0
"5776",1961,"Lobsters nei","Reptantia","LOX",0
"5777",1961,"Longfin gurnard","Chelidonichthys obscurus","GUM",0
"5778",1961,"Longfin squid","Doryteuthis pealeii","SQL",0
"5779",1961,"Longnose velvet dogfish","Centroselachus crepidater","CYP",0
"5780",1961,"Longnosed skate","Dipturus oxyrinchus","RJO",0
"5781",1961,"Longspine snipefish","Macroramphosus scolopax","SNS",0
"5782",1961,"Lowfin gulper shark",NA,NA,0
"5783",1961,"Lumpfish(=Lumpsucker)","Cyclopterus lumpus","LUM",0
"5784",1961,"Lusitanian toadfish","Halobatrachus didactylus","BHD",0
"5785",1961,"Mackerel sharks,porbeagles nei","Lamnidae","MSK",0
"5786",1961,"Mactra surf clams nei","Mactridae","MAT",0
"5787",1961,"Mako sharks","Isurus spp","MAK",0
"5788",1961,"Marbled electric ray","Torpedo marmorata","TTR",0
"5789",1961,"Marine crabs nei","Brachyura","CRA",0
"5790",1961,"Marine crustaceans nei","Crustacea","CRU",5958
"5791",1961,"Marine fishes nei","Actinopterygii","MZZ",0
"5792",1961,"Marine molluscs nei","Mollusca","MOL",21421
"5793",1961,"Marine worms","Polychaeta","WOR",0
"5794",1961,"Marlins,sailfishes,etc. nei","Istiophoridae","BIL",0
"5795",1961,"Marphysa sanguinea",NA,NA,0
"5796",1961,"Mature dosinia","Dosinia exoleta","DSX",0
"5797",1961,"Meagre","Argyrosomus regius","MGR",0
"5798",1961,"Mediterranean horse mackerel","Trachurus mediterraneus","HMM",0
"5799",1961,"Mediterranean moray","Muraena helena","MMH",0
"5800",1961,"Mediterranean mussel","Mytilus galloprovincialis","MSM",0
"5801",1961,"Mediterranean scaldfish","Arnoglossus laterna","MSF",0
"5802",1961,"Mediterranean slimehead","Hoplostethus mediterraneus","HPR",0
"5803",1961,"Mediterranean slipper lobster","Scyllarides latus","YLL",0
"5804",1961,"Mediterranean spearfish","Tetrapturus belone","MSP",0
"5805",1961,"Melanocharacidium blennioides",NA,NA,0
"5806",1961,"Monrovia doctorfish","Acanthurus monroviae","MDO",0
"5807",1961,"Moras nei","Moridae","MOR",0
"5808",1961,"Morays",NA,NA,0
"5809",1961,"Morocco dentex","Dentex maroccanus","DEM",0
"5810",1961,"Mottled grouper","Mycteroperca rubra","MKU",0
"5811",1961,"Mugil spp",NA,NA,0
"5812",1961,"Mullets nei","Mugilidae","MUL",0
"5813",1961,"Murex","Murex spp","MUE",0
"5814",1961,"Musky octopus","Eledone moschata","EDT",0
"5815",1961,"Mytilus spp",NA,NA,0
"5816",1961,"Narrow-barred Spanish mackerel","Scomberomorus commerson","COM",0
"5817",1961,"Navaga(=Wachna cod)","Eleginus nawaga","COW",0
"5818",1961,"Neon flying squid","Ommastrephes bartramii","OFJ",0
"5819",1961,"North Atlantic rockweed","Ascophyllum nodosum","ASN",0
"5820",1961,"North European kelp","Laminaria hyperborea","LAH",0
"5821",1961,"Northern bluefin tuna",NA,NA,9871
"5822",1961,"Northern cods nei","Gadus spp","CDZ",0
"5823",1961,"Northern pike","Esox lucius","FPI",0
"5824",1961,"Northern quahog(=Hard clam)","Mercenaria mercenaria","CLH",0
"5825",1961,"Northern shortfin squid","Illex illecebrosus","SQI",0
"5826",1961,"Norwegian egg cockle","Laevicardium crassum","LVC",0
"5827",1961,"Ocean sunfish","Mola mola","MOX",0
"5828",1961,"Oceanic whitetip shark","Carcharhinus longimanus","OCS",0
"5829",1961,"Octopuses","Octopodidae","OCT",0
"5830",1961,"Octopuses nei","Octopus spp","OCZ",0
"5831",1961,"Offshore rockfish","Pontinus kuhlii","POI",0
"5832",1961,"Oilfish","Ruvettus pretiosus","OIL",0
"5833",1961,"Opah","Lampris guttatus","LAG",0
"5834",1961,"Ornate wrasse","Thalassoma pavo","TMP",0
"5835",1961,"Oval surf clam",NA,NA,0
"5836",1961,"Palaemonid shrimps nei","Palaemonidae","PAL",0
"5837",1961,"Pandalid shrimps nei","Pandalidae","PDZ",0
"5838",1961,"Pandalus shrimps nei","Pandalus spp","PAN",0
"5839",1961,"Pandoras nei","Pagellus spp","PAX",0
"5840",1961,"Pargo breams nei","Pagrus spp","SBP",0
"5841",1961,"Parrotfish","Sparisoma cretense","PRR",0
"5842",1961,"Patagonian toothfish","Dissostichus eleginoides","TOP",0
"5843",1961,"Pelagic percomorphs nei","Perciformes","PPX",0
"5844",1961,"Penaeid shrimps nei","Penaeidae","PEZ",0
"5845",1961,"Penaeus shrimps nei","Penaeus spp","PEN",0
"5846",1961,"Peppery furrow","Scrobicularia plana","OBN",0
"5847",1961,"Percoids nei","Percoidei (Perciformes)","PRC",0
"5848",1961,"Periwinkles nei","Littorina spp","PER",105
"5849",1961,"Picarel","Spicara smaris","SPC",0
"5850",1961,"Picarels nei","Spicara spp","PIC",0
"5851",1961,"Picked dogfish",NA,NA,0
"5852",1961,"Pike-perch","Sander lucioperca","FPP",0
"5853",1961,"Pink cuttlefish","Sepia orbignyana","IAR",0
"5854",1961,"Pink dentex","Dentex gibbosus","DEP",0
"5855",1961,"Pink spiny lobster","Palinurus mauritanicus","PSL",0
"5856",1961,"Piper gurnard","Trigla lyra","GUN",0
"5857",1961,"Plain bonito","Orcynopsis unicolor","BOP",0
"5858",1961,"Polar cod","Boreogadus saida","POC",0
"5859",1961,"Pomadasys spp",NA,NA,0
"5860",1961,"Pompano","Trachinotus ovatus","POP",0
"5861",1961,"Pompanos nei","Trachinotus spp","POX",0
"5862",1961,"Poor cod","Trisopterus minutus","POD",0
"5863",1961,"Porgies, seabreams nei","Sparidae","SBX",6915
"5864",1961,"Portunus swimcrabs nei","Portunus spp","CRS",0
"5865",1961,"Precious corals nei","Corallium spp","COR",0
"5866",1961,"Pullet carpet shell",NA,NA,0
"5867",1961,"Purple dye murex","Bolinus brandaris","BOY",0
"5868",1961,"Queen scallop","Aequipecten opercularis","QSC",0
"5869",1961,"Rabbit fish","Chimaera monstrosa","CMO",0
"5870",1961,"Rainbow trout","Oncorhynchus mykiss","TRR",0
"5871",1961,"Ratfishes nei","Hydrolagus spp","HYD",0
"5872",1961,"Rays, stingrays, mantas nei","Rajiformes","SRX",0
"5873",1961,"Razor clams nei",NA,NA,0
"5874",1961,"Razor clams, knife clams nei","Solenidae","SOI",0
"5875",1961,"Red bandfish","Cepola macrophthalma","CBC",0
"5876",1961,"Red crab","Chaceon quinquedens","CRR",0
"5877",1961,"Red hake","Urophycis chuss","HKR",0
"5878",1961,"Red mullet","Mullus barbatus","MUT",0
"5879",1961,"Red pandora","Pagellus bellottii","PAR",0
"5880",1961,"Red porgy","Pagrus pagrus","RPG",0
"5881",1961,"Red scorpionfish","Scorpaena scrofa","RSE",0
"5882",1961,"Red seaweeds","Rhodophyta","SWR",0
"5883",1961,"Red swamp crawfish","Procambarus clarkii","RCW",0
"5884",1961,"Redbanded seabream","Pagrus auriga","REA",0
"5885",1961,"Redspotted shrimp","Penaeus brasiliensis","PNB",0
"5886",1961,"Requiem sharks nei","Carcharhinidae","RSK",0
"5887",1961,"River eels nei","Anguilla spp","ELX",0
"5888",1961,"Roaches nei","Rutilus spp","FRX",0
"5889",1961,"Rock cook","Centrolabrus exoletus","ENX",0
"5890",1961,"Rocklings nei","Gaidropsarus spp","ROL",0
"5891",1961,"Rough limpet","Patella ulyssiponensis","LQY",0
"5892",1961,"Rough longnose dogfish",NA,NA,0
"5893",1961,"Roughtail stingray","Bathytoshia centroura","RDC",0
"5894",1961,"Round sardinella","Sardinella aurita","SAA",0
"5895",1961,"Royal spiny lobster","Panulirus regius","LOY",0
"5896",1961,"Rubberlip grunt","Plectorhinchus mediterraneus","GBR",0
"5897",1961,"Ruffs, barrelfishes nei","Centrolophidae","CEN",0
"5898",1961,"Saddled seabream","Oblada melanurus","SBS",0
"5899",1961,"Salema","Sarpa salpa","SLM",0
"5900",1961,"Salmonoids nei","Salmoniformes (=Salmonoidei)","SLX",0
"5901",1961,"Salps","Salpidae","SPX",0
"5902",1961,"Sand smelt","Atherina presbyter","ATP",0
"5903",1961,"Sand sole","Pegusa lascaris","SOS",0
"5904",1961,"Sand steenbras","Lithognathus mormyrus","SSB",0
"5905",1961,"Sandbar shark","Carcharhinus plumbeus","CCP",0
"5906",1961,"Sardinellas nei","Sardinella spp","SIX",0
"5907",1961,"Sargo breams nei","Diplodus spp","SRG",0
"5908",1961,"Sauries nei","Scomberesocidae","SAX",0
"5909",1961,"Scalloped hammerhead","Sphyrna lewini","SPL",0
"5910",1961,"Scallops nei","Pectinidae","SCX",0
"5911",1961,"Scarlet shrimp","Aristaeopsis edwardsiana","SSH",0
"5912",1961,"Scorpionfishes nei",NA,NA,0
"5913",1961,"Scorpionfishes, rockfishes nei","Scorpaena spp","SCS",0
"5914",1961,"Sculpins","Myoxocephalus spp","SCU",0
"5915",1961,"Scup","Stenotomus chrysops","SCP",0
"5916",1961,"Sea catfishes nei","Ariidae","CAX",0
"5917",1961,"Sea cucumbers nei","Holothuroidea","CUX",0
"5918",1961,"Sea lamprey","Petromyzon marinus","LAU",0
"5919",1961,"Sea urchins, etc. nei","Echinoidea","URX",0
"5920",1961,"Seabasses nei","Dicentrarchus spp","BSE",0
"5921",1961,"Seaweeds nei","Algae","SWX",0
"5922",1961,"Seerfishes nei","Scomberomorus spp","KGX",0
"5923",1961,"Senegalese hake","Merluccius senegalensis","HKM",0
"5924",1961,"Senegalese sole","Solea senegalensis","OAL",0
"5925",1961,"Shads nei","Alosa spp","SHZ",0
"5926",1961,"Sharks, rays, skates, etc. nei","Elasmobranchii","SKX",0
"5927",1961,"Sharpnose sevengill shark","Heptranchias perlo","HXT",0
"5928",1961,"Sharpsnout seabream","Diplodus puntazzo","SHR",0
"5929",1961,"Shi drum","Umbrina cirrosa","COB",0
"5930",1961,"Shortfin mako","Isurus oxyrinchus","SMA",0
"5931",1961,"Shortfin squids nei","Illex spp","ILL",0
"5932",1961,"Silky shark","Carcharhinus falciformis","FAL",0
"5933",1961,"Silver hake","Merluccius bilinearis","HKS",0
"5934",1961,"Silver scabbardfish","Lepidopus caudatus","SFS",0
"5935",1961,"Silversides(=Sand smelts) nei","Atherinidae","SIL",0
"5936",1961,"Silvery John dory","Zenopsis conchifer","JOS",0
"5937",1961,"Skipjack tuna","Katsuwonus pelamis","SKJ",0
"5938",1961,"Slimeheads nei","Trachichthyidae","TRC",0
"5939",1961,"Slipper lobsters nei","Scyllaridae","LOS",0
"5940",1961,"Smooth callista","Callista chione","KLK",0
"5941",1961,"Smooth hammerhead","Sphyrna zygaena","SPZ",0
"5942",1961,"Smooth-hound","Mustelus mustelus","SMD",0
"5943",1961,"Snake mackerels, escolars nei","Gempylidae","GEP",0
"5944",1961,"Snappers nei","Lutjanus spp","SNA",0
"5945",1961,"Snipefishes nei","Centriscidae","SNI",0
"5946",1961,"Snoek","Leionura atun","SNK",0
"5947",1961,"Sockeye(=Red)salmon",NA,NA,0
"5948",1961,"Solea spp",NA,NA,1482
"5949",1961,"Solenette","Buglossidium luteum","GSM",0
"5950",1961,"Soles nei","Soleidae","SOX",0
"5951",1961,"Solid surf clam","Spisula solida","ULO",0
"5952",1961,"Sompat grunt","Pomadasys jubelini","BUR",0
"5953",1961,"Southern blue whiting","Micromesistius australis","POS",0
"5954",1961,"Southern bluefin tuna","Thunnus maccoyii","SBF",0
"5955",1961,"Southern hake","Merluccius australis","HKN",0
"5956",1961,"Southern pink shrimp","Penaeus notialis","SOP",0
"5957",1961,"Southern spiny lobster","Palinurus gilchristi","SLS",0
"5958",1961,"Spanish ling","Molva macrophthalma","SLI",0
"5959",1961,"Spinous spider crab","Maja squinado","SCR",0
"5960",1961,"Spiny butterfly ray","Gymnura altavela","RGL",0
"5961",1961,"Spiny gurnard","Lepidotrigla dieuzeidei","LEP",0
"5962",1961,"Spiny lobsters nei","Palinuridae","VLO",0
"5963",1961,"Spiny turbot","Psettodes bennettii","PSB",0
"5964",1961,"Splendid alfonsino","Beryx splendens","BYS",0
"5965",1961,"Spottail mantis squillid","Squilla mantis","MTS",0
"5966",1961,"Spotted flounder","Citharus linguatula","CIL",0
"5967",1961,"Spotted seabass","Dicentrarchus punctatus","SPU",0
"5968",1961,"Spotted wolffish","Anarhichas minor","CAS",0
"5969",1961,"Squeteague(=Gray weakfish)","Cynoscion regalis","STG",0
"5970",1961,"Squids nei",NA,NA,0
"5971",1961,"Squillids nei","Squillidae","SQY",0
"5972",1961,"Stargazers","Uranoscopus spp","URA",0
"5973",1961,"Starry smooth-hound","Mustelus asterias","SDS",0
"5974",1961,"Sticklebacks","Gasterosteus spp","SKB",0
"5975",1961,"Stingrays nei","Dasyatis spp","STI",0
"5976",1961,"Stingrays, butterfly rays nei","Dasyatidae","STT",0
"5977",1961,"Stony sea urchin","Paracentrotus lividus","URM",0
"5978",1961,"Stout beardfish","Polymixia nobilis","PXV",0
"5979",1961,"Straightnose rabbitfish","Rhinochimaera atlantica","RCT",0
"5980",1961,"Streaked gurnard","Chelidonichthys lastoviza","CTZ",0
"5981",1961,"Striped bass","Morone saxatilis","STB",0
"5982",1961,"Striped mullet",NA,NA,0
"5983",1961,"Striped red shrimp","Aristeus varidens","ARV",0
"5984",1961,"Striped venus","Chamelea gallina","SVE",0
"5985",1961,"Sturgeon","Acipenser sturio","APU",0
"5986",1961,"Sturgeons nei","Acipenseridae","STU",0
"5987",1961,"Surf clams nei","Spisula spp","SSD",0
"5988",1961,"Surmullets(=Red mullets) nei","Mullus spp","MUX",0
"5989",1961,"Swallowtail seaperch","Anthias anthias","AHN",0
"5990",1961,"Swimcrabs nei",NA,NA,0
"5991",1961,"Swimming crabs, etc. nei","Portunidae","SWM",0
"5992",1961,"Sword razor shell","Ensis siliqua","EQI",0
"5993",1961,"Swordfish","Xiphias gladius","SWO",0
"5994",1961,"Tadpole codling","Salilota australis","SAO",0
"5995",1961,"Tangle","Laminaria digitata","LQD",0
"5996",1961,"Tellins nei","Tellina spp","TWL",0
"5997",1961,"Tench","Tinca tinca","FTE",0
"5998",1961,"Thickback sole","Microchirus variegatus","MKG",0
"5999",1961,"Thickback soles",NA,NA,0
"6000",1961,"Thicklip grey mullet","Chelon labrosus","MLR",0
"6001",1961,"Threadfins, tasselfishes nei","Polynemidae","THF",0
"6002",1961,"Thresher","Alopias vulpinus","ALV",0
"6003",1961,"Tiger shark","Galeocerdo cuvier","TIG",0
"6004",1961,"Toadfishes nei","Batrachoides spp","TDF",0
"6005",1961,"Tonguefishes","Cynoglossidae","TOX",0
"6006",1961,"Tonguesole nei","Cynoglossus spp","YOX",0
"6007",1961,"Torpedo rays","Torpedo spp","TOE",0
"6008",1961,"Triggerfishes, durgons nei","Balistidae","TRI",0
"6009",1961,"True tunas nei","Thunnus spp","TUS",0
"6010",1961,"Tub gurnard","Chelidonichthys lucerna","GUU",0
"6011",1961,"Tuberculate abalone","Haliotis tuberculata","HLT",0
"6012",1961,"Tuna-like fishes nei","Scombroidei (Scombriformes)","TUX",41457
"6013",1961,"Tunas nei","Thunnini","TUN",0
"6014",1961,"Twaite shad","Alosa fallax","TSD",0
"6015",1961,"Undulate venus","Paratapes undulatus","PAU",0
"6016",1961,"Variegated scallop","Mimachlamys varia","VSC",0
"6017",1961,"Various sharks nei","Selachii or Selachimorpha (Pleurotremata)","SKH",0
"6018",1961,"Various squids nei","Loliginidae, Ommastrephidae","SQU",1247
"6019",1961,"Veined squid","Loligo forbesii","SQF",0
"6020",1961,"Velvet belly","Etmopterus spinax","ETX",0
"6021",1961,"Velvet swimcrab","Necora puber","LIO",0
"6022",1961,"Venus clams nei","Veneridae","CLV",0
"6023",1961,"Wahoo","Acanthocybium solandri","WAH",0
"6024",1961,"Warty crab","Eriphia verrucosa","EIK",0
"6025",1961,"Warty venus","Venus verrucosa","VEV",0
"6026",1961,"Wedge sole","Dicologlossa cuneata","CET",0
"6027",1961,"Weevers nei","Trachinus spp","WEX",0
"6028",1961,"West African croakers nei","Pseudotolithus spp","CKW",0
"6029",1961,"West African goatfish","Pseudupeneus prayensis","GOA",0
"6030",1961,"West African ilisha","Ilisha africana","ILI",0
"6031",1961,"Whelk","Buccinum undatum","WHE",0
"6032",1961,"White grouper","Epinephelus aeneus","GPW",0
"6033",1961,"White hake","Urophycis tenuis","HKW",0
"6034",1961,"White perch","Morone americana","PEW",0
"6035",1961,"White seabream","Diplodus sargus","SWA",0
"6036",1961,"White trevally","Pseudocaranx dentex","TRZ",0
"6037",1961,"Whiteleg shrimp","Penaeus vannamei","PNV",0
"6038",1961,"Wide-eyed flounder","Bothus podas","OUB",0
"6039",1961,"Winter flounder","Pseudopleuronectes americanus","FLW",0
"6040",1961,"Wolffishes(=Catfishes) nei","Anarhichas spp","CAT",0
"6041",1961,"Wracks nei","Fucaceae","FUA",0
"6042",1961,"Wrasses, hogfishes, etc. nei","Labridae","WRA",0
"6043",1961,"Wreckfish","Polyprion americanus","WRF",0
"6044",1961,"Yellowfin tuna","Thunnus albacares","YFT",0
"6045",1961,"Yellowtail amberjack","Seriola lalandi","YTC",0
"6046",1961,"Yellowtail flounder","Myzopsetta ferruginea","YEL",0
"6047",1961,"Zebra seabream","Diplodus cervinus","SBZ",0
"6048",1961,"anglerfish","Lophius spp","MNZ",5247
"6049",1962,"African striped grunt","Parapristipoma octolineatum","GRA",0
"6050",1962,"Alewife","Alosa pseudoharengus","ALE",0
"6051",1962,"Alfonsino","Beryx decadactylus","BXD",0
"6052",1962,"Alfonsinos, etc. nei","Berycidae","BRX",0
"6053",1962,"Allis and twaite shads","Alosa alosa, A. fallax","SHD",117
"6054",1962,"Allis shad","Alosa alosa","ASD",0
"6055",1962,"Alloteuthis spp",NA,NA,0
"6056",1962,"Amberjacks nei","Seriola spp","AMX",0
"6057",1962,"Amer. plaice(=Long rough dab)","Hippoglossoides platessoides","PLA",0
"6058",1962,"American angler","Lophius americanus","ANG",0
"6059",1962,"Angelsharks, sand devils nei","Squatinidae","ASK",0
"6060",1962,"Angolan dentex","Dentex angolensis","DEA",0
"6061",1962,"Angular roughshark","Oxynotus centrina","OXY",0
"6062",1962,"Annular seabream","Diplodus annularis","ANN",0
"6063",1962,"Anomuran decapods nei","Anomura","NUQ",0
"6064",1962,"Aquatic invertebrates nei","Invertebrata","INV",0
"6065",1962,"Aquatic mammals nei","Mammalia","MAM",0
"6066",1962,"Aquatic plants nei","Plantae aquaticae","APL",0
"6067",1962,"Arctic skate","Amblyraja hyperborea","RJG",0
"6068",1962,"Argentine","Argentina sphyraena","ARY",0
"6069",1962,"Argentine hake","Merluccius hubbsi","HKP",0
"6070",1962,"Argentine shortfin squid","Illex argentinus","SQA",0
"6071",1962,"Argentines","Argentina spp","ARG",0
"6072",1962,"Aristeid shrimps nei","Aristeidae","ARI",0
"6073",1962,"Atlantic Spanish mackerel","Scomberomorus maculatus","SSM",0
"6074",1962,"Atlantic blue marlin",NA,NA,0
"6075",1962,"Atlantic bonito","Sarda sarda","BON",9650
"6076",1962,"Atlantic ditch shrimp","Palaemon varians","PVR",0
"6077",1962,"Atlantic gobies nei","Gobius spp","GOB",0
"6078",1962,"Atlantic halibut","Hippoglossus hippoglossus","HAL",0
"6079",1962,"Atlantic lizardfish","Synodus saurus","SDR",0
"6080",1962,"Atlantic pomfret","Brama brama","POA",0
"6081",1962,"Atlantic redfishes nei","Sebastes spp","RED",0
"6082",1962,"Atlantic sailfish","Istiophorus albicans","SAI",0
"6083",1962,"Atlantic saury","Scomberesox saurus","SAU",0
"6084",1962,"Atlantic silverside","Menidia menidia","SSA",0
"6085",1962,"Atlantic thornyhead","Trachyscorpia cristulata","TJX",0
"6086",1962,"Atlantic tomcod","Microgadus tomcod","TOM",0
"6087",1962,"Atlantic white marlin","Kajikia albida","WHM",0
"6088",1962,"Axillary seabream","Pagellus acarne","SBA",0
"6089",1962,"Baird's slickhead","Alepocephalus bairdii","ALC",0
"6090",1962,"Ballan wrasse","Labrus bergylta","USB",0
"6091",1962,"Banded carpet shell","Polititapes rhomboides","VNR",0
"6092",1962,"Barnacle","Pollicipes pollicipes","PCB",0
"6093",1962,"Barracudas nei","Sphyraena spp","BAR",0
"6094",1962,"Bastard grunt","Pomadasys incisus","BGR",0
"6095",1962,"Bean solen","Pharus legumen","FRL",0
"6096",1962,"Benguela hake","Merluccius polli","HKB",0
"6097",1962,"Bigelow's ray","Rajella bigelowi","JRW",0
"6098",1962,"Bigeye grunt","Brachydeuterus auritus","GRB",0
"6099",1962,"Bigeye thresher","Alopias superciliosus","BTH",0
"6100",1962,"Bigeye tuna","Thunnus obesus","BET",0
"6101",1962,"Bigeyes,glasseyes,bulleyes nei","Priacanthidae","PRI",0
"6102",1962,"Birdbeak dogfish","Deania calceus","DCA",0
"6103",1962,"Black cardinal fish","Epigonus telescopus","EPI",0
"6104",1962,"Black goby","Gobius niger","GBN",0
"6105",1962,"Black marlin","Istiompax indica","BLM",0
"6106",1962,"Black seabream","Spondyliosoma cantharus","BRB",0
"6107",1962,"Blackbelly rosefish","Helicolenus dactylopterus","BRF",0
"6108",1962,"Blackfin tuna","Thunnus atlanticus","BLF",0
"6109",1962,"Blackspot(=red) seabream",NA,NA,0
"6110",1962,"Bladder wrack","Fucus vesiculosus","FUV",0
"6111",1962,"Blue and red shrimp","Aristeus antennatus","ARA",0
"6112",1962,"Blue butterfish","Stromateus fiatola","BLB",0
"6113",1962,"Blue crab","Callinectes sapidus","CRB",0
"6114",1962,"Blue shark","Prionace glauca","BSH",0
"6115",1962,"Blue-leg swimcrab","Polybius depurator","IOD",0
"6116",1962,"Blueback shad","Alosa aestivalis","BBH",0
"6117",1962,"Bluefish","Pomatomus saltatrix","BLU",0
"6118",1962,"Bluespotted seabream","Pagrus caeruleostictus","BSC",0
"6119",1962,"Bluntnose sixgill shark","Hexanchus griseus","SBL",0
"6120",1962,"Boarfishes nei","Caproidae","BOR",0
"6121",1962,"Boe drum","Pteroscion peli","DRS",0
"6122",1962,"Bogue","Boops boops","BOG",0
"6123",1962,"Bonga shad","Ethmalosa fimbriata","BOA",0
"6124",1962,"Bramble shark","Echinorhinus brucus","SHB",0
"6125",1962,"Broadtail shortfin squid","Illex coindetii","SQM",0
"6126",1962,"Brown ray","Raja miraletus","JAI",0
"6127",1962,"Brown seaweeds","Phaeophyceae","SWB",0
"6128",1962,"Bullet tuna","Auxis rochei","BLT",0
"6129",1962,"Butterfishes, pomfrets nei","Stromateidae","BUX",0
"6130",1962,"Canary drum (=Baardman)",NA,NA,0
"6131",1962,"Caramote prawn","Penaeus kerathurus","TGS",0
"6132",1962,"Carangids nei","Carangidae","CGX",0
"6133",1962,"Cardinalfishes, etc. nei","Apogonidae","APO",0
"6134",1962,"Carpet shells nei","Ruditapes spp","TPS",0
"6135",1962,"Carragheen (Irish) moss","Chondrus crispus","IMS",0
"6136",1962,"Cartilaginous fishes nei","Chondrichthyes","CAR",0
"6137",1962,"Catsharks, etc. nei","Scyliorhinidae","SYX",0
"6138",1962,"Catsharks, nursehounds nei","Scyliorhinus spp","SCL",0
"6139",1962,"Cephalopods nei","Cephalopoda","CEP",0
"6140",1962,"Chaceon geryons nei","Chaceon spp","GER",0
"6141",1962,"Chamber venus","Venus casina","KFA",0
"6142",1962,"Clams, etc. nei","Bivalvia","CLX",0
"6143",1962,"Clupeoids nei","Clupeiformes (=Clupeoidei)","CLU",0
"6144",1962,"Comber","Serranus cabrilla","CBR",0
"6145",1962,"Combers nei","Serranus spp","BAS",0
"6146",1962,"Common European bittersweet","Glycymeris glycymeris","GKL",0
"6147",1962,"Common carp","Cyprinus carpio","FCP",0
"6148",1962,"Common cuttlefish","Sepia officinalis","CTC",0
"6149",1962,"Common dentex","Dentex dentex","DEC",0
"6150",1962,"Common dolphinfish","Coryphaena hippurus","DOL",0
"6151",1962,"Common eagle ray","Myliobatis aquila","MYL",0
"6152",1962,"Common mora","Mora moro","RIB",0
"6153",1962,"Common octopus","Octopus vulgaris","OCC",0
"6154",1962,"Common pandora","Pagellus erythrinus","PAC",0
"6155",1962,"Common periwinkle","Littorina littorea","PEE",0
"6156",1962,"Common prawn","Palaemon serratus","CPR",135
"6157",1962,"Common shrimp","Crangon crangon","CSH",0
"6158",1962,"Common spiny lobster","Palinurus elephas","SLO",0
"6159",1962,"Common squids nei","Loligo spp","SQC",4807
"6160",1962,"Common stingray","Dasyatis pastinaca","JDP",0
"6161",1962,"Common two-banded seabream","Diplodus vulgaris","CTB",0
"6162",1962,"Copper shark","Carcharhinus brachyurus","BRO",0
"6163",1962,"Crangonid shrimps nei","Crangonidae","CRN",0
"6164",1962,"Craylets, squat lobsters",NA,NA,0
"6165",1962,"Crest-tail catsharks nei","Galeus spp","GAU",0
"6166",1962,"Crevalle jack","Caranx hippos","CVJ",0
"6167",1962,"Croakers, drums nei","Sciaenidae","CDX",0
"6168",1962,"Crocodile shark","Pseudocarcharias kamoharai","PSK",0
"6169",1962,"Crucian carp","Carassius carassius","FCC",0
"6170",1962,"Cusk-eels nei","Genypterus spp","CEX",0
"6171",1962,"Cuttlefish,bobtail squids nei",NA,NA,0
"6172",1962,"Cyprinids nei","Cyprinidae","FCY",0
"6173",1962,"Damselfish","Chromis chromis","CMK",0
"6174",1962,"Dealfishes","Trachipterus spp","TRP",0
"6175",1962,"Deep-sea red crab","Chaceon affinis","KEF",0
"6176",1962,"Deep-water Cape hake","Merluccius paradoxus","HKO",0
"6177",1962,"Deep-water rose shrimp","Parapenaeus longirostris","DPS",0
"6178",1962,"Delta prawn","Palaemon longirostris","PIQ",0
"6179",1962,"Demersal percomorphs nei","Perciformes","DPX",7574
"6180",1962,"Dentex nei","Dentex spp","DEX",0
"6181",1962,"Devil fish","Mobula mobular","RMM",0
"6182",1962,"Diadromous clupeoids nei","Clupeiformes (=Clupeoidei)","DCX",0
"6183",1962,"Diadromous fishes nei","Actinopterygii","DIA",0
"6184",1962,"Dogfish sharks nei","Squalidae","DGX",1880
"6185",1962,"Dogfish sharks, etc. nei","Squaliformes","SHX",0
"6186",1962,"Dogfishes and hounds nei","Squalidae, Scyliorhinidae","DGH",0
"6187",1962,"Dogfishes nei","Squalus spp","DGZ",0
"6188",1962,"Donax clams","Donax spp","DON",0
"6189",1962,"Dusky grouper","Epinephelus marginatus","GPD",0
"6190",1962,"Eagle rays",NA,NA,0
"6191",1962,"Echinoderms","Echinodermata","ECH",0
"6192",1962,"Edible crab","Cancer pagurus","CRE",20
"6193",1962,"Electric rays nei","Torpedinidae","TOD",0
"6194",1962,"Elegant cuttlefish","Sepia elegans","EJE",0
"6195",1962,"Escolar","Lepidocybium flavobrunneum","LEC",0
"6196",1962,"European barracuda","Sphyraena sphyraena","YRS",0
"6197",1962,"European common squid","Alloteuthis subulata","OUL",0
"6198",1962,"European conger","Conger conger","COE",3959
"6199",1962,"European flat oyster","Ostrea edulis","OYF",487
"6200",1962,"European flounder","Platichthys flesus","FLE",0
"6201",1962,"European flying squid","Todarodes sagittatus","SQE",0
"6202",1962,"European lobster","Homarus gammarus","LBE",881
"6203",1962,"European perch","Perca fluviatilis","FPE",0
"6204",1962,"European razor clam","Solen marginatus","RAE",0
"6205",1962,"European smelt","Osmerus eperlanus","SME",0
"6206",1962,"European squid","Loligo vulgaris","SQR",0
