"","YEAR","COMMON_NAME","SPECIES_CODE","total_value"
"8480",1966,"Spiny butterfly ray","RGL",0
"8481",1966,"Spiny gurnard","LEP",0
"8482",1966,"Spiny lobsters nei","VLO",0
"8483",1966,"Spiny turbot","PSB",0
"8484",1966,"Splendid alfonsino","BYS",0
"8485",1966,"Spottail mantis squillid","MTS",0
"8486",1966,"Spotted flounder","CIL",0
"8487",1966,"Spotted seabass","SPU",0
"8488",1966,"Spotted wolffish","CAS",0
"8489",1966,"Squeteague(=Gray weakfish)","STG",0
"8490",1966,"Squids nei",NA,0
"8491",1966,"Squillids nei","SQY",0
"8492",1966,"Stargazers","URA",0
"8493",1966,"Starry smooth-hound","SDS",0
"8494",1966,"Sticklebacks","SKB",0
"8495",1966,"Stingrays nei","STI",0
"8496",1966,"Stingrays, butterfly rays nei","STT",0
"8497",1966,"Stony sea urchin","URM",0
"8498",1966,"Stout beardfish","PXV",0
"8499",1966,"Straightnose rabbitfish","RCT",0
"8500",1966,"Streaked gurnard","CTZ",0
"8501",1966,"Striped bass","STB",0
"8502",1966,"Striped mullet",NA,0
"8503",1966,"Striped red shrimp","ARV",0
"8504",1966,"Striped venus","SVE",13820
"8505",1966,"Sturgeon","APU",0
"8506",1966,"Sturgeons nei","STU",0
"8507",1966,"Surf clams nei","SSD",0
"8508",1966,"Surmullets(=Red mullets) nei","MUX",0
"8509",1966,"Swallowtail seaperch","AHN",0
"8510",1966,"Swimcrabs nei",NA,0
"8511",1966,"Swimming crabs, etc. nei","SWM",0
"8512",1966,"Sword razor shell","EQI",0
"8513",1966,"Swordfish","SWO",5432
"8514",1966,"Tadpole codling","SAO",0
"8515",1966,"Tangle","LQD",0
"8516",1966,"Tellins nei","TWL",0
"8517",1966,"Tench","FTE",0
"8518",1966,"Thickback sole","MKG",0
"8519",1966,"Thickback soles",NA,0
"8520",1966,"Thicklip grey mullet","MLR",0
"8521",1966,"Threadfins, tasselfishes nei","THF",0
"8522",1966,"Thresher","ALV",0
"8523",1966,"Tiger shark","TIG",0
"8524",1966,"Toadfishes nei","TDF",0
"8525",1966,"Tonguefishes","TOX",0
"8526",1966,"Tonguesole nei","YOX",0
"8527",1966,"Torpedo rays","TOE",0
"8528",1966,"Triggerfishes, durgons nei","TRI",0
"8529",1966,"True tunas nei","TUS",0
"8530",1966,"Tub gurnard","GUU",0
"8531",1966,"Tuberculate abalone","HLT",0
"8532",1966,"Tuna-like fishes nei","TUX",11485
"8533",1966,"Tunas nei","TUN",0
"8534",1966,"Twaite shad","TSD",0
"8535",1966,"Undulate venus","PAU",0
"8536",1966,"Variegated scallop","VSC",682
"8537",1966,"Various sharks nei","SKH",2551
"8538",1966,"Various squids nei","SQU",946
"8539",1966,"Veined squid","SQF",0
"8540",1966,"Velvet belly","ETX",0
"8541",1966,"Velvet swimcrab","LIO",0
"8542",1966,"Venus clams nei","CLV",0
"8543",1966,"Wahoo","WAH",0
"8544",1966,"Warty crab","EIK",0
"8545",1966,"Warty venus","VEV",0
"8546",1966,"Wedge sole","CET",1416
"8547",1966,"Weevers nei","WEX",0
"8548",1966,"West African croakers nei","CKW",0
"8549",1966,"West African goatfish","GOA",0
"8550",1966,"West African ilisha","ILI",0
"8551",1966,"Whelk","WHE",0
"8552",1966,"White grouper","GPW",0
"8553",1966,"White hake","HKW",0
"8554",1966,"White perch","PEW",0
"8555",1966,"White seabream","SWA",0
"8556",1966,"White trevally","TRZ",0
"8557",1966,"Whiteleg shrimp","PNV",0
"8558",1966,"Wide-eyed flounder","OUB",0
"8559",1966,"Winter flounder","FLW",0
"8560",1966,"Wolffishes(=Catfishes) nei","CAT",0
"8561",1966,"Wracks nei","FUA",0
"8562",1966,"Wrasses, hogfishes, etc. nei","WRA",0
"8563",1966,"Wreckfish","WRF",246
"8564",1966,"Yellowfin tuna","YFT",178
"8565",1966,"Yellowtail amberjack","YTC",0
"8566",1966,"Yellowtail flounder","YEL",0
"8567",1966,"Zebra seabream","SBZ",0
"8568",1966,"anglerfish","MNZ",11946
"8569",1967,"African striped grunt","GRA",0
"8570",1967,"Alewife","ALE",0
"8571",1967,"Alfonsino","BXD",0
"8572",1967,"Alfonsinos, etc. nei","BRX",0
"8573",1967,"Allis and twaite shads","SHD",183
"8574",1967,"Allis shad","ASD",0
"8575",1967,"Alloteuthis spp",NA,0
"8576",1967,"Amberjacks nei","AMX",0
"8577",1967,"Amer. plaice(=Long rough dab)","PLA",0
"8578",1967,"American angler","ANG",0
"8579",1967,"Angelsharks, sand devils nei","ASK",0
"8580",1967,"Angolan dentex","DEA",0
"8581",1967,"Angular roughshark","OXY",0
"8582",1967,"Annular seabream","ANN",0
"8583",1967,"Anomuran decapods nei","NUQ",0
"8584",1967,"Aquatic invertebrates nei","INV",0
"8585",1967,"Aquatic mammals nei","MAM",0
"8586",1967,"Aquatic plants nei","APL",0
"8587",1967,"Arctic skate","RJG",0
"8588",1967,"Argentine","ARY",0
"8589",1967,"Argentine hake","HKP",0
"8590",1967,"Argentine shortfin squid","SQA",0
"8591",1967,"Argentines","ARG",0
"8592",1967,"Aristeid shrimps nei","ARI",0
"8593",1967,"Atlantic Spanish mackerel","SSM",0
"8594",1967,"Atlantic blue marlin",NA,0
"8595",1967,"Atlantic bonito","BON",464
"8596",1967,"Atlantic ditch shrimp","PVR",0
"8597",1967,"Atlantic gobies nei","GOB",0
"8598",1967,"Atlantic halibut","HAL",0
"8599",1967,"Atlantic lizardfish","SDR",0
"8600",1967,"Atlantic pomfret","POA",4227
"8601",1967,"Atlantic redfishes nei","RED",0
"8602",1967,"Atlantic sailfish","SAI",0
"8603",1967,"Atlantic saury","SAU",55
"8604",1967,"Atlantic silverside","SSA",0
"8605",1967,"Atlantic thornyhead","TJX",0
"8606",1967,"Atlantic tomcod","TOM",0
"8607",1967,"Atlantic white marlin","WHM",0
"8608",1967,"Axillary seabream","SBA",470
"8609",1967,"Baird's slickhead","ALC",0
"8610",1967,"Ballan wrasse","USB",0
"8611",1967,"Banded carpet shell","VNR",0
"8612",1967,"Barnacle","PCB",81
"8613",1967,"Barracudas nei","BAR",0
"8614",1967,"Bastard grunt","BGR",0
"8615",1967,"Bean solen","FRL",0
"8616",1967,"Benguela hake","HKB",0
"8617",1967,"Bigelow's ray","JRW",0
"8618",1967,"Bigeye grunt","GRB",0
"8619",1967,"Bigeye thresher","BTH",0
"8620",1967,"Bigeye tuna","BET",0
"8621",1967,"Bigeyes,glasseyes,bulleyes nei","PRI",0
"8622",1967,"Birdbeak dogfish","DCA",0
"8623",1967,"Black cardinal fish","EPI",0
"8624",1967,"Black goby","GBN",0
"8625",1967,"Black marlin","BLM",0
"8626",1967,"Black seabream","BRB",0
"8627",1967,"Blackbelly rosefish","BRF",0
"8628",1967,"Blackfin tuna","BLF",0
"8629",1967,"Blackspot(=red) seabream",NA,9429
"8630",1967,"Bladder wrack","FUV",0
"8631",1967,"Blue and red shrimp","ARA",0
"8632",1967,"Blue butterfish","BLB",0
"8633",1967,"Blue crab","CRB",0
"8634",1967,"Blue shark","BSH",0
"8635",1967,"Blue-leg swimcrab","IOD",0
"8636",1967,"Blueback shad","BBH",0
"8637",1967,"Bluefish","BLU",0
"8638",1967,"Bluespotted seabream","BSC",0
"8639",1967,"Bluntnose sixgill shark","SBL",0
"8640",1967,"Boarfishes nei","BOR",0
"8641",1967,"Boe drum","DRS",0
"8642",1967,"Bogue","BOG",2451
"8643",1967,"Bonga shad","BOA",0
"8644",1967,"Bramble shark","SHB",0
"8645",1967,"Broadtail shortfin squid","SQM",0
"8646",1967,"Brown ray","JAI",0
"8647",1967,"Brown seaweeds","SWB",0
"8648",1967,"Bullet tuna","BLT",0
"8649",1967,"Butterfishes, pomfrets nei","BUX",0
"8650",1967,"Canary drum (=Baardman)",NA,0
"8651",1967,"Caramote prawn","TGS",78
"8652",1967,"Carangids nei","CGX",0
"8653",1967,"Cardinalfishes, etc. nei","APO",0
"8654",1967,"Carpet shells nei","TPS",0
"8655",1967,"Carragheen (Irish) moss","IMS",0
"8656",1967,"Cartilaginous fishes nei","CAR",0
"8657",1967,"Catsharks, etc. nei","SYX",0
"8658",1967,"Catsharks, nursehounds nei","SCL",0
"8659",1967,"Cephalopods nei","CEP",0
"8660",1967,"Chaceon geryons nei","GER",0
"8661",1967,"Chamber venus","KFA",0
"8662",1967,"Clams, etc. nei","CLX",0
"8663",1967,"Clupeoids nei","CLU",183
"8664",1967,"Comber","CBR",0
"8665",1967,"Combers nei","BAS",0
"8666",1967,"Common European bittersweet","GKL",0
"8667",1967,"Common carp","FCP",0
"8668",1967,"Common cuttlefish","CTC",4921
"8669",1967,"Common dentex","DEC",791
"8670",1967,"Common dolphinfish","DOL",0
"8671",1967,"Common eagle ray","MYL",0
"8672",1967,"Common mora","RIB",0
"8673",1967,"Common octopus","OCC",0
"8674",1967,"Common pandora","PAC",1766
"8675",1967,"Common periwinkle","PEE",0
"8676",1967,"Common prawn","CPR",85
"8677",1967,"Common shrimp","CSH",1050
"8678",1967,"Common spiny lobster","SLO",0
"8679",1967,"Common squids nei","SQC",3093
"8680",1967,"Common stingray","JDP",0
"8681",1967,"Common two-banded seabream","CTB",0
"8682",1967,"Copper shark","BRO",0
"8683",1967,"Crangonid shrimps nei","CRN",4286
"8684",1967,"Craylets, squat lobsters",NA,0
"8685",1967,"Crest-tail catsharks nei","GAU",0
"8686",1967,"Crevalle jack","CVJ",0
"8687",1967,"Croakers, drums nei","CDX",0
"8688",1967,"Crocodile shark","PSK",0
"8689",1967,"Crucian carp","FCC",0
"8690",1967,"Cusk-eels nei","CEX",0
"8691",1967,"Cuttlefish,bobtail squids nei",NA,694
"8692",1967,"Cyprinids nei","FCY",0
"8693",1967,"Damselfish","CMK",0
"8694",1967,"Dealfishes","TRP",0
"8695",1967,"Deep-sea red crab","KEF",0
"8696",1967,"Deep-water Cape hake","HKO",0
"8697",1967,"Deep-water rose shrimp","DPS",0
"8698",1967,"Delta prawn","PIQ",0
"8699",1967,"Demersal percomorphs nei","DPX",2931
"8700",1967,"Dentex nei","DEX",0
"8701",1967,"Devil fish","RMM",0
"8702",1967,"Diadromous clupeoids nei","DCX",0
"8703",1967,"Diadromous fishes nei","DIA",0
"8704",1967,"Dogfish sharks nei","DGX",1634
"8705",1967,"Dogfish sharks, etc. nei","SHX",0
"8706",1967,"Dogfishes and hounds nei","DGH",0
"8707",1967,"Dogfishes nei","DGZ",0
"8708",1967,"Donax clams","DON",0
"8709",1967,"Dusky grouper","GPD",123
"8710",1967,"Eagle rays",NA,0
"8711",1967,"Echinoderms","ECH",0
"8712",1967,"Edible crab","CRE",56
"8713",1967,"Electric rays nei","TOD",0
"8714",1967,"Elegant cuttlefish","EJE",0
"8715",1967,"Escolar","LEC",0
"8716",1967,"European barracuda","YRS",0
"8717",1967,"European common squid","OUL",0
"8718",1967,"European conger","COE",4837
"8719",1967,"European flat oyster","OYF",42
"8720",1967,"European flounder","FLE",0
"8721",1967,"European flying squid","SQE",3965
"8722",1967,"European lobster","LBE",765
"8723",1967,"European perch","FPE",0
"8724",1967,"European razor clam","RAE",0
"8725",1967,"European smelt","SME",0
"8726",1967,"European squid","SQR",0
"8727",1967,"False scad","HMY",0
"8728",1967,"Finfishes nei","FIN",20742
"8729",1967,"Flat oysters nei","OYX",0
"8730",1967,"Flatfishes nei","FLX",887
"8731",1967,"Flathead grey mullet","MUF",0
"8732",1967,"Flyingfishes nei","FLY",0
"8733",1967,"Forkbeard","FOR",0
"8734",1967,"Forkbeards nei","FOX",0
"8735",1967,"Freshwater fishes nei","FRF",0
"8736",1967,"Frigate and bullet tunas","FRZ",0
"8737",1967,"Frigate tuna","FRI",0
"8738",1967,"Garfish","GAR",285
"8739",1967,"Gastropods nei","GAS",0
"8740",1967,"Gelidium seaweeds","GEL",0
"8741",1967,"Giant gelidium","GEQ",0
"8742",1967,"Giant red shrimp","ARS",0
"8743",1967,"Giant tiger prawn","GIT",0
"8744",1967,"Gilthead seabream","SBG",136
"8745",1967,"Glasseye","HTU",0
"8746",1967,"Gobies nei","GPA",0
"8747",1967,"Golden carpet shell","VNA",0
"8748",1967,"Goldfish","CGO",0
"8749",1967,"Goose barnacles",NA,33
"8750",1967,"Great Atlantic scallop","SCE",2237
"8751",1967,"Greater amberjack","AMB",0
"8752",1967,"Greater weever","WEG",0
"8753",1967,"Green crab","CRG",112
"8754",1967,"Greenland cod","GRC",0
"8755",1967,"Greenland shark","GSK",0
"8756",1967,"Grenadiers nei","GRV",0
"8757",1967,"Grenadiers, rattails nei","RTX",0
"8758",1967,"Grey triggerfish","TRG",0
"8759",1967,"Grooved carpet shell","CTG",2154
"8760",1967,"Groundfishes nei","GRO",0
"8761",1967,"Groupers nei","GPX",0
"8762",1967,"Groupers, seabasses nei","BSX",0
"8763",1967,"Grunts, sweetlips nei","GRX",0
"8764",1967,"Guitarfishes nei","GUZ",0
"8765",1967,"Gulper shark","GUP",0
"8766",1967,"Gurnards nei","GUY",0
"8767",1967,"Gurnards, searobins nei","GUX",1077
"8768",1967,"Hairtails, cutlassfishes nei",NA,0
"8769",1967,"Hakes nei","HKX",0
"8770",1967,"Halfspined flathead","SRQ",0
"8771",1967,"Hammerhead sharks nei","SPN",0
"8772",1967,"Hapuku wreckfish","WHA",0
"8773",1967,"Hard clams nei","HCX",0
"8774",1967,"Horned octopus","EOI",0
"8775",1967,"Imperial blackfish","HDV",0
"8776",1967,"Indian white prawn","PNI",0
"8777",1967,"Inshore squids nei","SQZ",0
"8778",1967,"Jacks, crevalles nei","TRE",0
"8779",1967,"Japanese carpet shell","CLJ",0
"8780",1967,"John dory","JOD",0
"8781",1967,"Kelps nei","LAZ",0
"8782",1967,"King crabs","KCS",0
"8783",1967,"Kingklip","KCP",0
"8784",1967,"Knifetooth dogfish","SYR",0
"8785",1967,"Knobbed triton","KRJ",0
"8786",1967,"Kuruma prawn","KUP",0
"8787",1967,"Lampreys nei","LAS",0
"8788",1967,"Lanternsharks nei","SHL",0
"8789",1967,"Large-eye dentex","DEL",2578
"8790",1967,"Large-scaled gurnard","LDV",0
"8791",1967,"Largehead hairtail","LHT",0
"8792",1967,"Leerfish","LEE",7
"8793",1967,"Lefteye flounders nei","LEF",0
"8794",1967,"Lesser slipper lobster","SCY",0
"8795",1967,"Limpets nei","LPZ",0
"8796",1967,"Lings nei","LNZ",0
"8797",1967,"Lithothamnion","LIT",0
"8798",1967,"Little sleeper shark","SOR",0
"8799",1967,"Little tunny(=Atl.black skipj)","LTA",0
"8800",1967,"Lobsters nei","LOX",0
"8801",1967,"Longfin gurnard","GUM",0
"8802",1967,"Longfin squid","SQL",0
"8803",1967,"Longnose velvet dogfish","CYP",0
"8804",1967,"Longnosed skate","RJO",0
"8805",1967,"Longspine snipefish","SNS",0
"8806",1967,"Lowfin gulper shark",NA,0
"8807",1967,"Lumpfish(=Lumpsucker)","LUM",0
"8808",1967,"Lusitanian toadfish","BHD",0
"8809",1967,"Mackerel sharks,porbeagles nei","MSK",0
"8810",1967,"Mactra surf clams nei","MAT",0
"8811",1967,"Mako sharks","MAK",0
"8812",1967,"Marbled electric ray","TTR",0
"8813",1967,"Marine crabs nei","CRA",0
"8814",1967,"Marine crustaceans nei","CRU",8315
"8815",1967,"Marine fishes nei","MZZ",0
"8816",1967,"Marine molluscs nei","MOL",343
"8817",1967,"Marine worms","WOR",0
"8818",1967,"Marlins,sailfishes,etc. nei","BIL",0
"8819",1967,"Marphysa sanguinea",NA,0
"8820",1967,"Mature dosinia","DSX",0
"8821",1967,"Meagre","MGR",369
"8822",1967,"Mediterranean horse mackerel","HMM",0
"8823",1967,"Mediterranean moray","MMH",0
"8824",1967,"Mediterranean mussel","MSM",0
"8825",1967,"Mediterranean scaldfish","MSF",131
"8826",1967,"Mediterranean slimehead","HPR",0
"8827",1967,"Mediterranean slipper lobster","YLL",0
"8828",1967,"Mediterranean spearfish","MSP",0
"8829",1967,"Melanocharacidium blennioides",NA,0
"8830",1967,"Monrovia doctorfish","MDO",0
"8831",1967,"Moras nei","MOR",0
"8832",1967,"Morays",NA,0
"8833",1967,"Morocco dentex","DEM",0
"8834",1967,"Mottled grouper","MKU",0
"8835",1967,"Mugil spp",NA,0
"8836",1967,"Mullets nei","MUL",453
"8837",1967,"Murex","MUE",0
"8838",1967,"Musky octopus","EDT",0
"8839",1967,"Mytilus spp",NA,0
"8840",1967,"Narrow-barred Spanish mackerel","COM",0
"8841",1967,"Navaga(=Wachna cod)","COW",0
"8842",1967,"Neon flying squid","OFJ",0
"8843",1967,"North Atlantic rockweed","ASN",0
"8844",1967,"North European kelp","LAH",0
"8845",1967,"Northern bluefin tuna",NA,2530
"8846",1967,"Northern cods nei","CDZ",0
"8847",1967,"Northern pike","FPI",0
"8848",1967,"Northern quahog(=Hard clam)","CLH",0
"8849",1967,"Northern shortfin squid","SQI",0
"8850",1967,"Norwegian egg cockle","LVC",0
"8851",1967,"Ocean sunfish","MOX",0
"8852",1967,"Oceanic whitetip shark","OCS",0
"8853",1967,"Octopuses","OCT",19668
"8854",1967,"Octopuses nei","OCZ",0
"8855",1967,"Offshore rockfish","POI",0
"8856",1967,"Oilfish","OIL",0
"8857",1967,"Opah","LAG",0
"8858",1967,"Ornate wrasse","TMP",0
"8859",1967,"Oval surf clam",NA,0
"8860",1967,"Palaemonid shrimps nei","PAL",0
"8861",1967,"Pandalid shrimps nei","PDZ",0
"8862",1967,"Pandalus shrimps nei","PAN",0
"8863",1967,"Pandoras nei","PAX",0
"8864",1967,"Pargo breams nei","SBP",0
"8865",1967,"Parrotfish","PRR",0
"8866",1967,"Patagonian toothfish","TOP",0
"8867",1967,"Pelagic percomorphs nei","PPX",3075
"8868",1967,"Penaeid shrimps nei","PEZ",0
"8869",1967,"Penaeus shrimps nei","PEN",0
"8870",1967,"Peppery furrow","OBN",0
"8871",1967,"Percoids nei","PRC",0
"8872",1967,"Periwinkles nei","PER",230
"8873",1967,"Picarel","SPC",0
"8874",1967,"Picarels nei","PIC",0
"8875",1967,"Picked dogfish",NA,0
"8876",1967,"Pike-perch","FPP",0
"8877",1967,"Pink cuttlefish","IAR",0
"8878",1967,"Pink dentex","DEP",26
"8879",1967,"Pink spiny lobster","PSL",0
"8880",1967,"Piper gurnard","GUN",0
"8881",1967,"Plain bonito","BOP",0
"8882",1967,"Polar cod","POC",0
"8883",1967,"Pomadasys spp",NA,0
"8884",1967,"Pompano","POP",0
"8885",1967,"Pompanos nei","POX",0
"8886",1967,"Poor cod","POD",0
"8887",1967,"Porgies, seabreams nei","SBX",4803
"8888",1967,"Portunus swimcrabs nei","CRS",377
"8889",1967,"Precious corals nei","COR",0
"8890",1967,"Pullet carpet shell",NA,2394
"8891",1967,"Purple dye murex","BOY",0
"8892",1967,"Queen scallop","QSC",0
"8893",1967,"Rabbit fish","CMO",0
"8894",1967,"Rainbow trout","TRR",0
"8895",1967,"Ratfishes nei","HYD",0
"8896",1967,"Rays, stingrays, mantas nei","SRX",0
"8897",1967,"Razor clams nei",NA,182
"8898",1967,"Razor clams, knife clams nei","SOI",0
"8899",1967,"Red bandfish","CBC",0
"8900",1967,"Red crab","CRR",0
"8901",1967,"Red hake","HKR",0
"8902",1967,"Red mullet","MUT",1005
"8903",1967,"Red pandora","PAR",0
"8904",1967,"Red porgy","RPG",408
"8905",1967,"Red scorpionfish","RSE",0
"8906",1967,"Red seaweeds","SWR",0
"8907",1967,"Red swamp crawfish","RCW",0
"8908",1967,"Redbanded seabream","REA",0
"8909",1967,"Redspotted shrimp","PNB",0
"8910",1967,"Requiem sharks nei","RSK",0
"8911",1967,"River eels nei","ELX",0
"8912",1967,"Roaches nei","FRX",0
"8913",1967,"Rock cook","ENX",0
"8914",1967,"Rocklings nei","ROL",0
"8915",1967,"Rough limpet","LQY",0
"8916",1967,"Rough longnose dogfish",NA,0
"8917",1967,"Roughtail stingray","RDC",0
"8918",1967,"Round sardinella","SAA",0
"8919",1967,"Royal spiny lobster","LOY",0
"8920",1967,"Rubberlip grunt","GBR",1112
"8921",1967,"Ruffs, barrelfishes nei","CEN",0
"8922",1967,"Saddled seabream","SBS",0
"8923",1967,"Salema","SLM",0
"8924",1967,"Salmonoids nei","SLX",0
"8925",1967,"Salps","SPX",0
"8926",1967,"Sand smelt","ATP",0
"8927",1967,"Sand sole","SOS",0
"8928",1967,"Sand steenbras","SSB",0
"8929",1967,"Sandbar shark","CCP",0
"8930",1967,"Sardinellas nei","SIX",511
"8931",1967,"Sargo breams nei","SRG",0
"8932",1967,"Sauries nei","SAX",0
"8933",1967,"Scalloped hammerhead","SPL",0
"8934",1967,"Scallops nei","SCX",0
"8935",1967,"Scarlet shrimp","SSH",0
"8936",1967,"Scorpionfishes nei",NA,2244
"8937",1967,"Scorpionfishes, rockfishes nei","SCS",0
"8938",1967,"Sculpins","SCU",0
"8939",1967,"Scup","SCP",0
"8940",1967,"Sea catfishes nei","CAX",0
"8941",1967,"Sea cucumbers nei","CUX",0
"8942",1967,"Sea lamprey","LAU",0
"8943",1967,"Sea urchins, etc. nei","URX",0
"8944",1967,"Seabasses nei","BSE",0
"8945",1967,"Seaweeds nei","SWX",0
"8946",1967,"Seerfishes nei","KGX",0
"8947",1967,"Senegalese hake","HKM",0
"8948",1967,"Senegalese sole","OAL",0
"8949",1967,"Shads nei","SHZ",0
"8950",1967,"Sharks, rays, skates, etc. nei","SKX",0
"8951",1967,"Sharpnose sevengill shark","HXT",0
"8952",1967,"Sharpsnout seabream","SHR",0
"8953",1967,"Shi drum","COB",0
"8954",1967,"Shortfin mako","SMA",0
"8955",1967,"Shortfin squids nei","ILL",0
"8956",1967,"Silky shark","FAL",0
"8957",1967,"Silver hake","HKS",0
"8958",1967,"Silver scabbardfish","SFS",0
"8959",1967,"Silversides(=Sand smelts) nei","SIL",0
"8960",1967,"Silvery John dory","JOS",0
"8961",1967,"Skipjack tuna","SKJ",0
"8962",1967,"Slimeheads nei","TRC",0
"8963",1967,"Slipper lobsters nei","LOS",0
"8964",1967,"Smooth callista","KLK",0
"8965",1967,"Smooth hammerhead","SPZ",0
"8966",1967,"Smooth-hound","SMD",0
"8967",1967,"Snake mackerels, escolars nei","GEP",0
"8968",1967,"Snappers nei","SNA",0
"8969",1967,"Snipefishes nei","SNI",0
"8970",1967,"Snoek","SNK",0
"8971",1967,"Sockeye(=Red)salmon",NA,0
"8972",1967,"Solea spp",NA,1622
"8973",1967,"Solenette","GSM",0
"8974",1967,"Soles nei","SOX",0
"8975",1967,"Solid surf clam","ULO",0
"8976",1967,"Sompat grunt","BUR",0
"8977",1967,"Southern blue whiting","POS",0
"8978",1967,"Southern bluefin tuna","SBF",0
"8979",1967,"Southern hake","HKN",0
"8980",1967,"Southern pink shrimp","SOP",0
"8981",1967,"Southern spiny lobster","SLS",0
"8982",1967,"Spanish ling","SLI",0
"8983",1967,"Spinous spider crab","SCR",257
"8984",1967,"Spiny butterfly ray","RGL",0
"8985",1967,"Spiny gurnard","LEP",0
"8986",1967,"Spiny lobsters nei","VLO",0
"8987",1967,"Spiny turbot","PSB",0
"8988",1967,"Splendid alfonsino","BYS",0
"8989",1967,"Spottail mantis squillid","MTS",0
"8990",1967,"Spotted flounder","CIL",0
"8991",1967,"Spotted seabass","SPU",0
"8992",1967,"Spotted wolffish","CAS",0
"8993",1967,"Squeteague(=Gray weakfish)","STG",0
"8994",1967,"Squids nei",NA,0
"8995",1967,"Squillids nei","SQY",0
"8996",1967,"Stargazers","URA",0
"8997",1967,"Starry smooth-hound","SDS",0
"8998",1967,"Sticklebacks","SKB",0
"8999",1967,"Stingrays nei","STI",0
"9000",1967,"Stingrays, butterfly rays nei","STT",0
"9001",1967,"Stony sea urchin","URM",0
"9002",1967,"Stout beardfish","PXV",0
"9003",1967,"Straightnose rabbitfish","RCT",0
"9004",1967,"Streaked gurnard","CTZ",0
"9005",1967,"Striped bass","STB",0
"9006",1967,"Striped mullet",NA,0
"9007",1967,"Striped red shrimp","ARV",0
"9008",1967,"Striped venus","SVE",18066
"9009",1967,"Sturgeon","APU",0
"9010",1967,"Sturgeons nei","STU",0
"9011",1967,"Surf clams nei","SSD",0
"9012",1967,"Surmullets(=Red mullets) nei","MUX",0
"9013",1967,"Swallowtail seaperch","AHN",0
"9014",1967,"Swimcrabs nei",NA,0
"9015",1967,"Swimming crabs, etc. nei","SWM",0
"9016",1967,"Sword razor shell","EQI",0
"9017",1967,"Swordfish","SWO",6164
"9018",1967,"Tadpole codling","SAO",0
"9019",1967,"Tangle","LQD",0
"9020",1967,"Tellins nei","TWL",0
"9021",1967,"Tench","FTE",0
"9022",1967,"Thickback sole","MKG",0
"9023",1967,"Thickback soles",NA,0
"9024",1967,"Thicklip grey mullet","MLR",0
"9025",1967,"Threadfins, tasselfishes nei","THF",0
"9026",1967,"Thresher","ALV",0
"9027",1967,"Tiger shark","TIG",0
"9028",1967,"Toadfishes nei","TDF",0
"9029",1967,"Tonguefishes","TOX",0
"9030",1967,"Tonguesole nei","YOX",0
"9031",1967,"Torpedo rays","TOE",0
"9032",1967,"Triggerfishes, durgons nei","TRI",0
"9033",1967,"True tunas nei","TUS",0
"9034",1967,"Tub gurnard","GUU",0
"9035",1967,"Tuberculate abalone","HLT",0
"9036",1967,"Tuna-like fishes nei","TUX",26950
"9037",1967,"Tunas nei","TUN",0
"9038",1967,"Twaite shad","TSD",0
"9039",1967,"Undulate venus","PAU",0
"9040",1967,"Variegated scallop","VSC",69
"9041",1967,"Various sharks nei","SKH",2750
"9042",1967,"Various squids nei","SQU",1721
"9043",1967,"Veined squid","SQF",0
"9044",1967,"Velvet belly","ETX",0
"9045",1967,"Velvet swimcrab","LIO",0
"9046",1967,"Venus clams nei","CLV",0
"9047",1967,"Wahoo","WAH",0
"9048",1967,"Warty crab","EIK",0
"9049",1967,"Warty venus","VEV",0
"9050",1967,"Wedge sole","CET",1493
"9051",1967,"Weevers nei","WEX",0
"9052",1967,"West African croakers nei","CKW",0
"9053",1967,"West African goatfish","GOA",0
"9054",1967,"West African ilisha","ILI",0
"9055",1967,"Whelk","WHE",0
"9056",1967,"White grouper","GPW",0
"9057",1967,"White hake","HKW",0
"9058",1967,"White perch","PEW",0
"9059",1967,"White seabream","SWA",0
"9060",1967,"White trevally","TRZ",0
"9061",1967,"Whiteleg shrimp","PNV",0
"9062",1967,"Wide-eyed flounder","OUB",0
"9063",1967,"Winter flounder","FLW",0
"9064",1967,"Wolffishes(=Catfishes) nei","CAT",0
"9065",1967,"Wracks nei","FUA",0
"9066",1967,"Wrasses, hogfishes, etc. nei","WRA",0
"9067",1967,"Wreckfish","WRF",118
"9068",1967,"Yellowfin tuna","YFT",0
"9069",1967,"Yellowtail amberjack","YTC",0
"9070",1967,"Yellowtail flounder","YEL",0
"9071",1967,"Zebra seabream","SBZ",0
"9072",1967,"anglerfish","MNZ",14320
"9073",1968,"African striped grunt","GRA",0
"9074",1968,"Alewife","ALE",0
"9075",1968,"Alfonsino","BXD",0
"9076",1968,"Alfonsinos, etc. nei","BRX",0
"9077",1968,"Allis and twaite shads","SHD",378
"9078",1968,"Allis shad","ASD",0
"9079",1968,"Alloteuthis spp",NA,0
"9080",1968,"Amberjacks nei","AMX",0
"9081",1968,"Amer. plaice(=Long rough dab)","PLA",0
"9082",1968,"American angler","ANG",0
"9083",1968,"Angelsharks, sand devils nei","ASK",0
"9084",1968,"Angolan dentex","DEA",0
"9085",1968,"Angular roughshark","OXY",0
"9086",1968,"Annular seabream","ANN",0
"9087",1968,"Anomuran decapods nei","NUQ",0
"9088",1968,"Aquatic invertebrates nei","INV",0
"9089",1968,"Aquatic mammals nei","MAM",0
"9090",1968,"Aquatic plants nei","APL",0
"9091",1968,"Arctic skate","RJG",0
"9092",1968,"Argentine","ARY",0
